DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2607NI","OCCUPATION BY COUNTRY OF BIRTH BY SEX","All usual residents aged 16 to 74 in employment","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 3. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; 4. 'Accession countries 2004 onwards' includes Republic of Cyprus; Other includes Cyprus (not otherwise specified).; 5. 'In employment' includes economically active full-time students in employment.; 6. The occupation classification is based on the Standard Occupation Classification 2010 (SOC2010)."
