DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC3308NI","NUMBER OF CARS OR VANS BY GENERAL HEALTH BY LONG-TERM HEALTH PROBLEM OR DISABILITY BY AGE BY SEX","All usual residents in households","1. General health refers to health over the 12 months prior to Census day (27 March 2011).; 2. Car or van availability includes any company car or van when available for private use.; 3. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last at least 12 months.; 4. 'Age' is age at last birthday.; "
