ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2201NI0001,Count,PERSONS,"All categories: Country of Birth, All categories: Ethnicity"
DC2201NI0002,Count,PERSONS,"All categories: Country of Birth, White: Total"
DC2201NI0003,Count,PERSONS,"All categories: Country of Birth, White: White"
DC2201NI0004,Count,PERSONS,"All categories: Country of Birth, White: Irish Traveller"
DC2201NI0005,Count,PERSONS,"All categories: Country of Birth, Asian: Total"
DC2201NI0006,Count,PERSONS,"All categories: Country of Birth, Asian: Chinese"
DC2201NI0007,Count,PERSONS,"All categories: Country of Birth, Asian: Indian"
DC2201NI0008,Count,PERSONS,"All categories: Country of Birth, Asian: Pakistani"
DC2201NI0009,Count,PERSONS,"All categories: Country of Birth, Asian: Bangladeshi"
DC2201NI0010,Count,PERSONS,"All categories: Country of Birth, Asian: Other Asian"
DC2201NI0011,Count,PERSONS,"All categories: Country of Birth, Black: Total"
DC2201NI0012,Count,PERSONS,"All categories: Country of Birth, Black: Caribbean"
DC2201NI0013,Count,PERSONS,"All categories: Country of Birth, Black: African"
DC2201NI0014,Count,PERSONS,"All categories: Country of Birth, Black: Other"
DC2201NI0015,Count,PERSONS,"All categories: Country of Birth, Mixed"
DC2201NI0016,Count,PERSONS,"All categories: Country of Birth, Other"
DC2201NI0017,Count,PERSONS,"Born outside Northern Ireland, All categories: Ethnicity"
DC2201NI0018,Count,PERSONS,"Born outside Northern Ireland, White: Total"
DC2201NI0019,Count,PERSONS,"Born outside Northern Ireland, White: White"
DC2201NI0020,Count,PERSONS,"Born outside Northern Ireland, White: Irish Traveller"
DC2201NI0021,Count,PERSONS,"Born outside Northern Ireland, Asian: Total"
DC2201NI0022,Count,PERSONS,"Born outside Northern Ireland, Asian: Chinese"
DC2201NI0023,Count,PERSONS,"Born outside Northern Ireland, Asian: Indian"
DC2201NI0024,Count,PERSONS,"Born outside Northern Ireland, Asian: Pakistani"
DC2201NI0025,Count,PERSONS,"Born outside Northern Ireland, Asian: Bangladeshi"
DC2201NI0026,Count,PERSONS,"Born outside Northern Ireland, Asian: Other Asian"
DC2201NI0027,Count,PERSONS,"Born outside Northern Ireland, Black: Total"
DC2201NI0028,Count,PERSONS,"Born outside Northern Ireland, Black: Caribbean"
DC2201NI0029,Count,PERSONS,"Born outside Northern Ireland, Black: African"
DC2201NI0030,Count,PERSONS,"Born outside Northern Ireland, Black: Other"
DC2201NI0031,Count,PERSONS,"Born outside Northern Ireland, Mixed"
DC2201NI0032,Count,PERSONS,"Born outside Northern Ireland, Other"
DC2201NI0033,Count,PERSONS,"Europe, All categories: Ethnicity"
DC2201NI0034,Count,PERSONS,"Europe, White: Total"
DC2201NI0035,Count,PERSONS,"Europe, White: White"
DC2201NI0036,Count,PERSONS,"Europe, White: Irish Traveller"
DC2201NI0037,Count,PERSONS,"Europe, Asian: Total"
DC2201NI0038,Count,PERSONS,"Europe, Asian: Chinese"
DC2201NI0039,Count,PERSONS,"Europe, Asian: Indian"
DC2201NI0040,Count,PERSONS,"Europe, Asian: Pakistani"
DC2201NI0041,Count,PERSONS,"Europe, Asian: Bangladeshi"
DC2201NI0042,Count,PERSONS,"Europe, Asian: Other Asian"
DC2201NI0043,Count,PERSONS,"Europe, Black: Total"
DC2201NI0044,Count,PERSONS,"Europe, Black: Caribbean"
DC2201NI0045,Count,PERSONS,"Europe, Black: African"
DC2201NI0046,Count,PERSONS,"Europe, Black: Other"
DC2201NI0047,Count,PERSONS,"Europe, Mixed"
DC2201NI0048,Count,PERSONS,"Europe, Other"
DC2201NI0049,Count,PERSONS,"Europe: Northern Ireland, All categories: Ethnicity"
