DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2304NI","COUNTRY OF BIRTH BY GENERAL HEALTH BY LONG-TERM HEALTH PROBLEM OR DISABILITY","All usual residents","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 3. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; 4. 'Accession Countries 2004 onwards' includes Republic of Cyprus; 'Other Non EU' includes Cyprus (not otherwise specified).; 5. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last at least 12 months.; 6. General health refers to health over the 12 months prior to Census day (27 March  2011).; ; "
