DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC3606NI","TYPE OF LONG-TERM CONDITION BY ECONOMIC ACTIVITY","All usual residents aged 16 to 74","1. 'Communication difficulty' means a difficulty with speaking or making yourself understood.; 2. 'A mobility or dexterity difficulty' means a condition that substantially limits one or more basic physical activities such as walking, climbing stairs, lifting or carrying.; 3. 'An emotional, psychological or mental health condition' includes conditions such as depression or schizophrenia.; 4. 'Shortness of breath or difficulty breathing' includes conditions such as asthma.; 5. 'A chronic illness' includes illnesses such as cancer, HIV, diabetes, heart disease or epilepsy.; 6. 'Long-term' refers to a condition which has lasted, or is expected to last, at least 12 months.; 7. 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week.; 8. 'Unemployed' excludes full-time students.; "
