DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC6404NI","NS-SEC BY TENURE","All usual residents aged 16 to 74 in households","1. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan.; Shared ownership: pays part rent and part mortgage.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person.; 2. NS-SeC stands for National Statistics Socio-economic Classification.; 3. In the NS-SeC classification, all full-time students are recorded in the 'full-time students' category regardless of whether they are economically active or not.; 4. For 'Long-term unemployed', year last worked is 2009 or earlier."
