DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2222NI","COUNTRY OF BIRTH BY MAIN LANGUAGE","All usual residents aged 3 and over","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 3. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; 4. 'Accession countries 2004 onwards' includes Republic of Cyprus; 'Other Non EU' includes Cyprus (not otherwise specified).; 5. The languages displayed are those with over 1,000 responses.; 6. 'Age' is age at last birthday.; ; "
