DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2414NI","TENURE BY NUMBER OF CARS OR VANS BY RELIGION OF HRP","All Household Reference Persons (HRPs)","1. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan.; Shared ownership: pays part rent and part mortgage.; Social rented: rented from Northern Ireland Housing Executive, Housing Association or Charitable Trust.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person.; 2. Car or van availability includes any company car or van when available for private use.; 3. 'Religion' indicates religion, religious denomination or body.; 4. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; "
