DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2233NI","PASSPORTS HELD (CLASSIFICATION 1) BY MAIN LANGUAGE","All usual residents aged 3 and over","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'EEA' is the European Economic Area and is as defined on Census day (27 March 2011).; 3. ‘United Kingdom’ includes British Overseas Territories.; 4. The languages displayed are those with over 1,000 responses.; "
