DatasetId,DatasetTitle,StatisticalPopulations,Annotations
DC6113NI,NS-SEC OF HRP BY HOUSEHOLDS WITH FULL-TIME STUDENTS AWAY FROM HOME BY AGE OF STUDENT,All households with students and schoolchildren aged 4 and over in full-time education who would reside in the area were they not living away from home during term time,"1. The term 'student living away from home' refers to students and schoolchildren in full-time education who would be resident in the household if they were not living elsewhere during term time. They are counted as usual residents at their term-time address.; 2. NS-SeC stands for National Statistics Socio-economic Classification.; 3. In the NS-SeC classification, all full-time students are recorded in the 'Full-time students' category regardless of whether they are economically active or not.; 4. For 'Long-term unemployed', year last worked is 2009 or earlier.; 5. 'Age' is age at last birthday.; ; "
