ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2415NI0001,Count,PERSONS,"All categories: Tenure, All categories: Number of cars/vans, All categories: Religion brought up in"
DC2415NI0002,Count,PERSONS,"All categories: Tenure, All categories: Number of cars/vans, Catholic"
DC2415NI0003,Count,PERSONS,"All categories: Tenure, All categories: Number of cars/vans, Protestant and other Christian (including Christian related)"
DC2415NI0004,Count,PERSONS,"All categories: Tenure, All categories: Number of cars/vans, Other religions "
DC2415NI0005,Count,PERSONS,"All categories: Tenure, All categories: Number of cars/vans, None"
DC2415NI0006,Count,PERSONS,"All categories: Tenure, None, All categories: Religion brought up in"
DC2415NI0007,Count,PERSONS,"All categories: Tenure, None, Catholic"
DC2415NI0008,Count,PERSONS,"All categories: Tenure, None, Protestant and other Christian (including Christian related)"
DC2415NI0009,Count,PERSONS,"All categories: Tenure, None, Other religions "
DC2415NI0010,Count,PERSONS,"All categories: Tenure, None, None"
DC2415NI0011,Count,PERSONS,"All categories: Tenure, 1, All categories: Religion brought up in"
DC2415NI0012,Count,PERSONS,"All categories: Tenure, 1, Catholic"
DC2415NI0013,Count,PERSONS,"All categories: Tenure, 1, Protestant and other Christian (including Christian related)"
DC2415NI0014,Count,PERSONS,"All categories: Tenure, 1, Other religions "
DC2415NI0015,Count,PERSONS,"All categories: Tenure, 1, None"
DC2415NI0016,Count,PERSONS,"All categories: Tenure, 2, All categories: Religion brought up in"
DC2415NI0017,Count,PERSONS,"All categories: Tenure, 2, Catholic"
DC2415NI0018,Count,PERSONS,"All categories: Tenure, 2, Protestant and other Christian (including Christian related)"
DC2415NI0019,Count,PERSONS,"All categories: Tenure, 2, Other religions "
DC2415NI0020,Count,PERSONS,"All categories: Tenure, 2, None"
DC2415NI0021,Count,PERSONS,"All categories: Tenure, 3 or more, All categories: Religion brought up in"
DC2415NI0022,Count,PERSONS,"All categories: Tenure, 3 or more, Catholic"
DC2415NI0023,Count,PERSONS,"All categories: Tenure, 3 or more, Protestant and other Christian (including Christian related)"
DC2415NI0024,Count,PERSONS,"All categories: Tenure, 3 or more, Other religions "
DC2415NI0025,Count,PERSONS,"All categories: Tenure, 3 or more, None"
DC2415NI0026,Count,PERSONS,"Owner occupied, All categories: Number of cars/vans, All categories: Religion brought up in"
DC2415NI0027,Count,PERSONS,"Owner occupied, All categories: Number of cars/vans, Catholic"
DC2415NI0028,Count,PERSONS,"Owner occupied, All categories: Number of cars/vans, Protestant and other Christian (including Christian related)"
DC2415NI0029,Count,PERSONS,"Owner occupied, All categories: Number of cars/vans, Other religions "
DC2415NI0030,Count,PERSONS,"Owner occupied, All categories: Number of cars/vans, None"
DC2415NI0031,Count,PERSONS,"Owner occupied, None, All categories: Religion brought up in"
DC2415NI0032,Count,PERSONS,"Owner occupied, None, Catholic"
DC2415NI0033,Count,PERSONS,"Owner occupied, None, Protestant and other Christian (including Christian related)"
DC2415NI0034,Count,PERSONS,"Owner occupied, None, Other religions "
DC2415NI0035,Count,PERSONS,"Owner occupied, None, None"
DC2415NI0036,Count,PERSONS,"Owner occupied, 1, All categories: Religion brought up in"
DC2415NI0037,Count,PERSONS,"Owner occupied, 1, Catholic"
DC2415NI0038,Count,PERSONS,"Owner occupied, 1, Protestant and other Christian (including Christian related)"
DC2415NI0039,Count,PERSONS,"Owner occupied, 1, Other religions "
DC2415NI0040,Count,PERSONS,"Owner occupied, 1, None"
DC2415NI0041,Count,PERSONS,"Owner occupied, 2, All categories: Religion brought up in"
DC2415NI0042,Count,PERSONS,"Owner occupied, 2, Catholic"
DC2415NI0043,Count,PERSONS,"Owner occupied, 2, Protestant and other Christian (including Christian related)"
DC2415NI0044,Count,PERSONS,"Owner occupied, 2, Other religions "
DC2415NI0045,Count,PERSONS,"Owner occupied, 2, None"
DC2415NI0046,Count,PERSONS,"Owner occupied, 3 or more, All categories: Religion brought up in"
DC2415NI0047,Count,PERSONS,"Owner occupied, 3 or more, Catholic"
DC2415NI0048,Count,PERSONS,"Owner occupied, 3 or more, Protestant and other Christian (including Christian related)"
DC2415NI0049,Count,PERSONS,"Owner occupied, 3 or more, Other religions "
DC2415NI0050,Count,PERSONS,"Owner occupied, 3 or more, None"
DC2415NI0051,Count,PERSONS,"Shared ownership, All categories: Number of cars/vans, All categories: Religion brought up in"
DC2415NI0052,Count,PERSONS,"Shared ownership, All categories: Number of cars/vans, Catholic"
DC2415NI0053,Count,PERSONS,"Shared ownership, All categories: Number of cars/vans, Protestant and other Christian (including Christian related)"
DC2415NI0054,Count,PERSONS,"Shared ownership, All categories: Number of cars/vans, Other religions "
DC2415NI0055,Count,PERSONS,"Shared ownership, All categories: Number of cars/vans, None"
DC2415NI0056,Count,PERSONS,"Shared ownership, None, All categories: Religion brought up in"
DC2415NI0057,Count,PERSONS,"Shared ownership, None, Catholic"
DC2415NI0058,Count,PERSONS,"Shared ownership, None, Protestant and other Christian (including Christian related)"
DC2415NI0059,Count,PERSONS,"Shared ownership, None, Other religions "
DC2415NI0060,Count,PERSONS,"Shared ownership, None, None"
DC2415NI0061,Count,PERSONS,"Shared ownership, 1, All categories: Religion brought up in"
DC2415NI0062,Count,PERSONS,"Shared ownership, 1, Catholic"
DC2415NI0063,Count,PERSONS,"Shared ownership, 1, Protestant and other Christian (including Christian related)"
DC2415NI0064,Count,PERSONS,"Shared ownership, 1, Other religions "
DC2415NI0065,Count,PERSONS,"Shared ownership, 1, None"
DC2415NI0066,Count,PERSONS,"Shared ownership, 2, All categories: Religion brought up in"
DC2415NI0067,Count,PERSONS,"Shared ownership, 2, Catholic"
DC2415NI0068,Count,PERSONS,"Shared ownership, 2, Protestant and other Christian (including Christian related)"
DC2415NI0069,Count,PERSONS,"Shared ownership, 2, Other religions "
DC2415NI0070,Count,PERSONS,"Shared ownership, 2, None"
DC2415NI0071,Count,PERSONS,"Shared ownership, 3 or more, All categories: Religion brought up in"
DC2415NI0072,Count,PERSONS,"Shared ownership, 3 or more, Catholic"
DC2415NI0073,Count,PERSONS,"Shared ownership, 3 or more, Protestant and other Christian (including Christian related)"
DC2415NI0074,Count,PERSONS,"Shared ownership, 3 or more, Other religions "
DC2415NI0075,Count,PERSONS,"Shared ownership, 3 or more, None"
DC2415NI0076,Count,PERSONS,"Social rented, All categories: Number of cars/vans, All categories: Religion brought up in"
DC2415NI0077,Count,PERSONS,"Social rented, All categories: Number of cars/vans, Catholic"
DC2415NI0078,Count,PERSONS,"Social rented, All categories: Number of cars/vans, Protestant and other Christian (including Christian related)"
DC2415NI0079,Count,PERSONS,"Social rented, All categories: Number of cars/vans, Other religions "
DC2415NI0080,Count,PERSONS,"Social rented, All categories: Number of cars/vans, None"
DC2415NI0081,Count,PERSONS,"Social rented, None, All categories: Religion brought up in"
DC2415NI0082,Count,PERSONS,"Social rented, None, Catholic"
DC2415NI0083,Count,PERSONS,"Social rented, None, Protestant and other Christian (including Christian related)"
DC2415NI0084,Count,PERSONS,"Social rented, None, Other religions "
DC2415NI0085,Count,PERSONS,"Social rented, None, None"
DC2415NI0086,Count,PERSONS,"Social rented, 1, All categories: Religion brought up in"
DC2415NI0087,Count,PERSONS,"Social rented, 1, Catholic"
DC2415NI0088,Count,PERSONS,"Social rented, 1, Protestant and other Christian (including Christian related)"
DC2415NI0089,Count,PERSONS,"Social rented, 1, Other religions "
DC2415NI0090,Count,PERSONS,"Social rented, 1, None"
DC2415NI0091,Count,PERSONS,"Social rented, 2, All categories: Religion brought up in"
DC2415NI0092,Count,PERSONS,"Social rented, 2, Catholic"
DC2415NI0093,Count,PERSONS,"Social rented, 2, Protestant and other Christian (including Christian related)"
DC2415NI0094,Count,PERSONS,"Social rented, 2, Other religions "
DC2415NI0095,Count,PERSONS,"Social rented, 2, None"
DC2415NI0096,Count,PERSONS,"Social rented, 3 or more, All categories: Religion brought up in"
DC2415NI0097,Count,PERSONS,"Social rented, 3 or more, Catholic"
DC2415NI0098,Count,PERSONS,"Social rented, 3 or more, Protestant and other Christian (including Christian related)"
DC2415NI0099,Count,PERSONS,"Social rented, 3 or more, Other religions "
DC2415NI0100,Count,PERSONS,"Social rented, 3 or more, None"
DC2415NI0101,Count,PERSONS,"Private rented, All categories: Number of cars/vans, All categories: Religion brought up in"
DC2415NI0102,Count,PERSONS,"Private rented, All categories: Number of cars/vans, Catholic"
DC2415NI0103,Count,PERSONS,"Private rented, All categories: Number of cars/vans, Protestant and other Christian (including Christian related)"
DC2415NI0104,Count,PERSONS,"Private rented, All categories: Number of cars/vans, Other religions "
DC2415NI0105,Count,PERSONS,"Private rented, All categories: Number of cars/vans, None"
DC2415NI0106,Count,PERSONS,"Private rented, None, All categories: Religion brought up in"
DC2415NI0107,Count,PERSONS,"Private rented, None, Catholic"
DC2415NI0108,Count,PERSONS,"Private rented, None, Protestant and other Christian (including Christian related)"
DC2415NI0109,Count,PERSONS,"Private rented, None, Other religions "
DC2415NI0110,Count,PERSONS,"Private rented, None, None"
DC2415NI0111,Count,PERSONS,"Private rented, 1, All categories: Religion brought up in"
DC2415NI0112,Count,PERSONS,"Private rented, 1, Catholic"
DC2415NI0113,Count,PERSONS,"Private rented, 1, Protestant and other Christian (including Christian related)"
DC2415NI0114,Count,PERSONS,"Private rented, 1, Other religions "
DC2415NI0115,Count,PERSONS,"Private rented, 1, None"
DC2415NI0116,Count,PERSONS,"Private rented, 2, All categories: Religion brought up in"
DC2415NI0117,Count,PERSONS,"Private rented, 2, Catholic"
DC2415NI0118,Count,PERSONS,"Private rented, 2, Protestant and other Christian (including Christian related)"
DC2415NI0119,Count,PERSONS,"Private rented, 2, Other religions "
DC2415NI0120,Count,PERSONS,"Private rented, 2, None"
DC2415NI0121,Count,PERSONS,"Private rented, 3 or more, All categories: Religion brought up in"
DC2415NI0122,Count,PERSONS,"Private rented, 3 or more, Catholic"
DC2415NI0123,Count,PERSONS,"Private rented, 3 or more, Protestant and other Christian (including Christian related)"
DC2415NI0124,Count,PERSONS,"Private rented, 3 or more, Other religions "
DC2415NI0125,Count,PERSONS,"Private rented, 3 or more, None"
DC2415NI0126,Count,PERSONS,"Lives rent free, All categories: Number of cars/vans, All categories: Religion brought up in"
DC2415NI0127,Count,PERSONS,"Lives rent free, All categories: Number of cars/vans, Catholic"
DC2415NI0128,Count,PERSONS,"Lives rent free, All categories: Number of cars/vans, Protestant and other Christian (including Christian related)"
DC2415NI0129,Count,PERSONS,"Lives rent free, All categories: Number of cars/vans, Other religions "
DC2415NI0130,Count,PERSONS,"Lives rent free, All categories: Number of cars/vans, None"
DC2415NI0131,Count,PERSONS,"Lives rent free, None, All categories: Religion brought up in"
DC2415NI0132,Count,PERSONS,"Lives rent free, None, Catholic"
DC2415NI0133,Count,PERSONS,"Lives rent free, None, Protestant and other Christian (including Christian related)"
DC2415NI0134,Count,PERSONS,"Lives rent free, None, Other religions "
DC2415NI0135,Count,PERSONS,"Lives rent free, None, None"
DC2415NI0136,Count,PERSONS,"Lives rent free, 1, All categories: Religion brought up in"
DC2415NI0137,Count,PERSONS,"Lives rent free, 1, Catholic"
DC2415NI0138,Count,PERSONS,"Lives rent free, 1, Protestant and other Christian (including Christian related)"
DC2415NI0139,Count,PERSONS,"Lives rent free, 1, Other religions "
DC2415NI0140,Count,PERSONS,"Lives rent free, 1, None"
DC2415NI0141,Count,PERSONS,"Lives rent free, 2, All categories: Religion brought up in"
DC2415NI0142,Count,PERSONS,"Lives rent free, 2, Catholic"
DC2415NI0143,Count,PERSONS,"Lives rent free, 2, Protestant and other Christian (including Christian related)"
DC2415NI0144,Count,PERSONS,"Lives rent free, 2, Other religions "
DC2415NI0145,Count,PERSONS,"Lives rent free, 2, None"
DC2415NI0146,Count,PERSONS,"Lives rent free, 3 or more, All categories: Religion brought up in"
DC2415NI0147,Count,PERSONS,"Lives rent free, 3 or more, Catholic"
DC2415NI0148,Count,PERSONS,"Lives rent free, 3 or more, Protestant and other Christian (including Christian related)"
DC2415NI0149,Count,PERSONS,"Lives rent free, 3 or more, Other religions "
DC2415NI0150,Count,PERSONS,"Lives rent free, 3 or more, None"
