DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC6101NI","ECONOMIC ACTIVITY BY AGE BY SEX","All usual residents aged 16 to 74","1. For the Census, 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week.; 2. 'Age' is age at last birthday.; 3. 'Unemployed' excludes full-time students."
