DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2242NI","COUNTRY OF BIRTH BY RELIGION OR RELIGION BROUGHT UP IN","All usual residents","1. ‘Religion’ indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; 3. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 4. 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 5. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; ; "
