DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2308NI","LONG-TERM HEALTH PROBLEM OR DISABILITY BY RELIGION BY AGE BY SEX","All usual residents","1. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last at least 12 months.; 2. ‘Religion’ indicates religion, religious denomination or body.; 3. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; 4. 'Age' is age at last birthday."
