ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2218NI0001,Count,PERSONS,"All categories: National Identity Class 1, All categories: Passports Held Class 1"
DC2218NI0002,Count,PERSONS,"All categories: National Identity Class 1, No passport"
DC2218NI0003,Count,PERSONS,"All categories: National Identity Class 1, EU/EEA Countries: United Kingdom"
DC2218NI0004,Count,PERSONS,"All categories: National Identity Class 1, EU/EEA Countries: Ireland"
DC2218NI0005,Count,PERSONS,"All categories: National Identity Class 1, EU/EEA Countries: Poland"
DC2218NI0006,Count,PERSONS,"All categories: National Identity Class 1, EU/EEA Countries: Lithuania"
DC2218NI0007,Count,PERSONS,"All categories: National Identity Class 1, EU/EEA Countries: Other EU/EEA"
DC2218NI0008,Count,PERSONS,"All categories: National Identity Class 1, Other"
DC2218NI0009,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, All categories: Passports Held Class 1"
DC2218NI0010,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, No passport"
DC2218NI0011,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: United Kingdom"
DC2218NI0012,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Ireland"
DC2218NI0013,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Poland"
DC2218NI0014,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Lithuania"
DC2218NI0015,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Other EU/EEA"
DC2218NI0016,Count,PERSONS,"At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities, Other"
DC2218NI0017,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, All categories: Passports Held Class 1"
DC2218NI0018,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, No passport"
DC2218NI0019,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: United Kingdom"
DC2218NI0020,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Ireland"
DC2218NI0021,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Poland"
DC2218NI0022,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Lithuania"
DC2218NI0023,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, EU/EEA Countries: Other EU/EEA"
DC2218NI0024,Count,PERSONS,"No British/Irish/Northern Irish/English/Scottish/Welsh identities, Other"
DC2218NI0025,Count,PERSONS,"British only, All categories: Passports Held Class 1"
DC2218NI0026,Count,PERSONS,"British only, No passport"
DC2218NI0027,Count,PERSONS,"British only, EU/EEA Countries: United Kingdom"
DC2218NI0028,Count,PERSONS,"British only, EU/EEA Countries: Ireland"
