DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2606NI","ECONOMIC ACTIVITY BY COUNTRY OF BIRTH BY AGE BY SEX","All usual residents aged 16 to 74","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. Country of Birth - 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 3. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; 4. 'Accession countries 2004 onwards' includes Republic of Cyprus; Other includes Cyprus (not otherwise specified).; 5. 'Age' is age at last birthday.; 6. For the Census, 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week.; 7. 'Unemployed' excludes full-time students.; "
