DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2608NI","INDUSTRY BY COUNTRY OF BIRTH BY SEX","All usual residents aged 16 to 74 in employment","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 3. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; 4. 'Accession countries 2004 onwards' includes Republic of Cyprus; Other includes Cyprus (not otherwise specified).; 5. The industry categorisation is based on the UK Standard Industrial Classifications of Economic Activities 2007 (SIC2007).; 6. 'Other' includes: Arts, entertainment and recreation: Other service activities: Activities of households as employers; undifferentiated goods (and services) producing activities of households for own use: Activities of extraterritorial organisations and bodies. ; 7. 'In employment' includes economically active full-time students in employment."
