DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC4301NI","TENURE BY GENERAL HEALTH BY LONG-TERM HEALTH PROBLEM OR DISABILITY BY AGE","All usual residents in households","1. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table.; 2. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last at least 12 months.; 3. General health refers to health over the 12 months prior to Census day (27 March 2011).; 4. 'Age' is age at last birthday."
