DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2307NI","GENERAL HEALTH BY RELIGION OR RELIGION BROUGHT UP IN BY AGE BY SEX","All usual residents","1. General health refers to health over the 12 months prior to Census day (27 March 2011).; 2. ‘Religion’ indicates religion, religious denomination or body.; 3. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; 4. 'Age' is age at last birthday."
