DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2250NI","PASSPORTS HELD (CLASSIFICATION 1) BY RELIGION OR RELIGION BROUGHT UP IN","All usual residents","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'EEA' is the European Economic Area and is as defined on Census day (27 March 2011).; 3. ‘United Kingdom’ includes British Overseas Territories.; 4. ‘Religion’ indicates religion, religious denomination or body.; 5.  'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; "
