DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC3101NI","TYPE OF LONG-TERM CONDITION BY AGE BY SEX","All usual residents","1. 'Communication difficulty' means a difficulty with speaking or making yourself understood.; 2. 'A mobility or dexterity difficulty' means a condition that substantially limits one or more basic physical activities such as walking, climbing stairs, lifting or carrying.; 3. 'An emotional, psychological or mental health condition' includes conditions such as depression or schizophrenia.; 4. 'Shortness of breath or difficulty breathing' includes conditions such as asthma.; 5. 'A chronic illness' includes illnesses such as cancer, HIV, diabetes, heart disease or epilepsy.; 6. 'Long-term' refers to a condition which has lasted, or is expected to last, at least 12 months.; 7. 'Age' is age at last birthday.; "
